,player_id,name,current_club_id,current_club_name,country_of_citizenship,country_of_birth,city_of_birth,date_of_birth,position,sub_position,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,agent_name,contract_expiration_date,current_club_domestic_competition_id,first_name,last_name,player_code,image_url,last_season,url
3615,102186,Arnor Angeli,1411,Raec Mons,Belgium,Belgium,Brussel  ,1991-02-25,Midfield,Defensive Midfield,Right,184,,700000.0,,,BE1,Arnor,Angeli,arnor-angeli,https://img.a.transfermarkt.technology/portrait/header/102186-1409819509.jpg?lm=1,2013,https://www.transfermarkt.co.uk/arnor-angeli/profil/spieler/102186
3616,23976,Richard Soumah,1411,Raec Mons,Guinea,France,Créteil  ,1986-10-06,Defender,Left-Back,Left,179,,1800000.0,,,BE1,Richard,Soumah,richard-soumah,https://img.a.transfermarkt.technology/portrait/header/s_23976_3911_2012_1.jpg?lm=1,2013,https://www.transfermarkt.co.uk/richard-soumah/profil/spieler/23976
3617,21666,Peter Franquart,1411,Raec Mons,France,France,Lille  ,1985-05-04,Defender,Centre-Back,Left,182,,1000000.0,,,BE1,Peter,Franquart,peter-franquart,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/peter-franquart/profil/spieler/21666
3618,28347,Jérémy Sapina,1411,Raec Mons,France,France,Rillieux-la-Pape  ,1985-02-01,Defender,Centre-Back,Right,187,,800000.0,,,BE1,Jérémy,Sapina,jeremy-sapina,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/jeremy-sapina/profil/spieler/28347
3619,15567,Grégory Lorenzi,1411,Raec Mons,France,France,Bastia  ,1983-12-17,Defender,Centre-Back,Left,186,,1200000.0,,,BE1,Grégory,Lorenzi,gregory-lorenzi,https://img.a.transfermarkt.technology/portrait/header/15567-1484041169.jpg?lm=1,2013,https://www.transfermarkt.co.uk/gregory-lorenzi/profil/spieler/15567
3620,30553,Daan Van Gijseghem,1411,Raec Mons,Belgium,Belgium,Oudenaarde  ,1988-03-02,Defender,Centre-Back,Right,184,1000000.0,1800000.0,The Football Farm,,BE1,Daan,Van Gijseghem,daan-van-gijseghem,https://img.a.transfermarkt.technology/portrait/header/30553-1616773828.jpg?lm=1,2013,https://www.transfermarkt.co.uk/daan-van-gijseghem/profil/spieler/30553
3621,124125,Adrien Saussez,1411,Raec Mons,Belgium,Belgium,Mons  ,1991-08-25,Goalkeeper,,Right,183,,500000.0,Football Solution Business,2023-06-30,BE1,Adrien,Saussez,adrien-saussez,https://img.a.transfermarkt.technology/portrait/header/124125-1409239092.png?lm=1,2013,https://www.transfermarkt.co.uk/adrien-saussez/profil/spieler/124125
3622,39928,Joachim Mununga,1411,Raec Mons,Belgium,Belgium,Ottignies  ,1988-06-30,Attack,Right Winger,Right,179,,1500000.0,,,BE1,Joachim,Mununga,joachim-mununga,https://img.a.transfermarkt.technology/portrait/header/s_39928_820_2010_1.jpg?lm=1,2013,https://www.transfermarkt.co.uk/joachim-mununga/profil/spieler/39928
3626,199909,Geordan Dupire,1411,Raec Mons,France,France,Valenciennes  ,1993-09-28,Goalkeeper,,Right,193,175000.0,175000.0,S-C&M,,BE1,Geordan,Dupire,geordan-dupire,https://img.a.transfermarkt.technology/portrait/header/199909-1660896320.png?lm=1,2013,https://www.transfermarkt.co.uk/geordan-dupire/profil/spieler/199909
3628,56780,Kévin Dupuis,601,Kv Kortrijk,France,France,Marseille  ,1987-01-14,Attack,Centre-Forward,Right,188,,750000.0,,,BE1,Kévin,Dupuis,kevin-dupuis,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/kevin-dupuis/profil/spieler/56780
3629,279255,Berg,204,Lierse Sk,Brazil,Brazil,Petrolina  ,1992-09-14,Attack,Centre-Forward,Both,174,,100000.0,,,BE1,,Berg,berg,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/berg/profil/spieler/279255
3630,22877,Mads Junker,354,Kv Mechelen,Denmark,Denmark,Humlebæk  ,1981-04-21,Attack,Centre-Forward,Right,186,250000.0,2000000.0,,,BE1,Mads,Junker,mads-junker,https://img.a.transfermarkt.technology/portrait/header/22877-1618484774.jpg?lm=1,2013,https://www.transfermarkt.co.uk/mads-junker/profil/spieler/22877
3635,3176,Eidur Gudjohnsen,2282,Fc Brugge,Iceland,Iceland,Reykjavík  ,1978-09-15,Attack,Centre-Forward,Right,185,,12000000.0,Total Football,,BE1,Eidur,Gudjohnsen,eidur-gudjohnsen,https://img.a.transfermarkt.technology/portrait/header/3176-1462872872.jpg?lm=1,2013,https://www.transfermarkt.co.uk/eidur-gudjohnsen/profil/spieler/3176
3641,7784,Ivan Leko,498,Ksc Lokeren,Croatia,Jugoslawien (SFR),Split  ,1978-02-07,Attack,Attacking Midfield,Left,179,,3500000.0,,,BE1,Ivan,Leko,ivan-leko,https://img.a.transfermarkt.technology/portrait/header/7784-1491305968.jpg?lm=1,2013,https://www.transfermarkt.co.uk/ivan-leko/profil/spieler/7784
3642,278513,Sander Claeys,498,Ksc Lokeren,Belgium,,,1996-01-28,Defender,Right-Back,Right,180,,,,2023-06-30,BE1,Sander,Claeys,sander-claeys,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/sander-claeys/profil/spieler/278513
3643,194435,Nicolas Lemaire,498,Ksc Lokeren,Belgium,Belgium,Mons  ,1993-07-20,Goalkeeper,,Right,202,,50000.0,,,BE1,Nicolas,Lemaire,nicolas-lemaire,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/nicolas-lemaire/profil/spieler/194435
3644,122722,Elton Monteiro,2282,Fc Brugge,Portugal,Switzerland,Sion  ,1994-02-22,Defender,Centre-Back,Right,192,300000.0,700000.0,Alke Sports Group Sàrl,,BE1,Elton,Monteiro,elton-monteiro,https://img.a.transfermarkt.technology/portrait/header/122722-1651735983.png?lm=1,2013,https://www.transfermarkt.co.uk/elton-monteiro/profil/spieler/122722
3645,15216,Fredrik Stenman,2282,Fc Brugge,Sweden,Sweden,Köping  ,1983-06-02,Defender,Centre-Back,,0,,2000000.0,Global Soccer Management,,BE1,Fredrik,Stenman,fredrik-stenman,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/fredrik-stenman/profil/spieler/15216
3655,101029,Viktor Prodell,354,Kv Mechelen,Sweden,Sweden,Eskilstuna  ,1988-02-29,Attack,Centre-Forward,Right,189,,1200000.0,Rispect Sports Agency,,BE1,Viktor,Prodell,viktor-prodell,https://img.a.transfermarkt.technology/portrait/header/101029-1548424615.jpg?lm=1,2013,https://www.transfermarkt.co.uk/viktor-prodell/profil/spieler/101029
3656,44424,Abdul-Yakuni Iddi,354,Kv Mechelen,Ghana,Ghana,Salaga  ,1986-05-25,Attack,Left Winger,Left,173,,700000.0,,,BE1,Abdul-Yakuni,Iddi,abdul-yakuni-iddi,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/abdul-yakuni-iddi/profil/spieler/44424
3657,46286,Boubacar Dialiba,354,Kv Mechelen,Senegal,Senegal,Dakar  ,1988-07-13,Attack,Left Winger,Left,180,75000.0,1400000.0,Enes Delimustafic,,BE1,Boubacar,Dialiba,boubacar-dialiba,https://img.a.transfermarkt.technology/portrait/header/46286-1572865053.jpg?lm=1,2013,https://www.transfermarkt.co.uk/boubacar-dialiba/profil/spieler/46286
3658,142277,Lamisha Musonda,354,Kv Mechelen,Belgium,Belgium,Brüssel  ,1992-03-27,Midfield,Central Midfield,Right,167,,200000.0,,,BE1,Lamisha,Musonda,lamisha-musonda,https://img.a.transfermarkt.technology/portrait/header/142277-1627651119.jpg?lm=1,2013,https://www.transfermarkt.co.uk/lamisha-musonda/profil/spieler/142277
3659,140780,Senad Karahmet,354,Kv Mechelen,Bosnia-Herzegovina,Jugoslawien (SFR),Doboj  ,1992-02-25,Defender,Left-Back,Left,186,,250000.0,DK Group - Denis Kadiric,,BE1,Senad,Karahmet,senad-karahmet,https://img.a.transfermarkt.technology/portrait/header/s_140780_354_2010_1.jpg?lm=1,2013,https://www.transfermarkt.co.uk/senad-karahmet/profil/spieler/140780
3660,258424,Seweryn Michalski,354,Kv Mechelen,Poland,Poland,Bełchatów  ,1994-09-12,Defender,Centre-Back,,192,,350000.0,Matchday Football Agency,,BE1,Seweryn,Michalski,seweryn-michalski,https://img.a.transfermarkt.technology/portrait/header/258424-1440500764.JPG?lm=1,2013,https://www.transfermarkt.co.uk/seweryn-michalski/profil/spieler/258424
3661,310759,Jean-Marc Makusu,3057,Standard Luttich,DR Congo,Zaire,Kinshasa  ,1992-03-27,Attack,Centre-Forward,Right,180,250000.0,300000.0,Bro Soccer Management,2025-06-30,BE1,Jean-Marc,Makusu,jean-marc-makusu,https://img.a.transfermarkt.technology/portrait/header/310759-1608449930.png?lm=1,2013,https://www.transfermarkt.co.uk/jean-marc-makusu/profil/spieler/310759
3662,103305,Kensuke Nagai,3057,Standard Luttich,Japan,Japan,"Fukuyama, Hiroshima  ",1989-03-05,Attack,Centre-Forward,Right,178,500000.0,1400000.0,,2024-01-31,BE1,Kensuke,Nagai,kensuke-nagai,https://img.a.transfermarkt.technology/portrait/header/103305-1616060532.jpg?lm=1,2013,https://www.transfermarkt.co.uk/kensuke-nagai/profil/spieler/103305
3663,58327,Dudu Biton,3057,Standard Luttich,Israel,Israel,Netanya  ,1988-03-01,Attack,Centre-Forward,Right,185,100000.0,2000000.0,Scoutpush by Dudu Dahan,2024-06-30,BE1,Dudu,Biton,dudu-biton,https://img.a.transfermarkt.technology/portrait/header/s_58327_3057_2012_1.jpg?lm=1,2013,https://www.transfermarkt.co.uk/dudu-biton/profil/spieler/58327
3664,130345,George Tucudean,3057,Standard Luttich,Romania,Romania,Arad  ,1991-04-30,Attack,Centre-Forward,Right,186,,3500000.0,,,BE1,George,Tucudean,george-tucudean,https://img.a.transfermarkt.technology/portrait/header/130345-1566372853.png?lm=1,2013,https://www.transfermarkt.co.uk/george-tucudean/profil/spieler/130345
3665,189437,Guillermo Méndez,3057,Standard Luttich,Uruguay,Uruguay,Paysandú  ,1994-08-26,Attack,Attacking Midfield,Right,180,75000.0,200000.0,,,BE1,Guillermo,Méndez,guillermo-mendez,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/guillermo-mendez/profil/spieler/189437
3666,110728,Franco Zennaro,3057,Standard Luttich,Belgium,Belgium,Liège  ,1993-04-01,Defender,Right-Back,Right,182,250000.0,300000.0,,,BE1,Franco,Zennaro,franco-zennaro,https://img.a.transfermarkt.technology/portrait/header/110728-1418820234.png?lm=1,2013,https://www.transfermarkt.co.uk/franco-zennaro/profil/spieler/110728
3667,92161,Axel Bonemme,3057,Standard Luttich,Belgium,Belgium,Liège  ,1993-03-08,Defender,Left-Back,Left,183,,200000.0,,2023-06-30,BE1,Axel,Bonemme,axel-bonemme,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/axel-bonemme/profil/spieler/92161
3668,274083,Sören Ihssen,354,Kv Mechelen,Germany,,,1995-08-02,Goalkeeper,,Right,180,250000.0,50000.0,Eleven Management,,BE1,Sören,Ihssen,soren-ihssen,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/soren-ihssen/profil/spieler/274083
3669,289538,Kino Delorge,1184,Krc Genk,Belgium,Belgium,Hasselt  ,1998-01-05,Defender,Right-Back,Right,180,150000.0,150000.0,B|S International Sports Cons.,2023-06-30,BE1,Kino,Delorge,kino-delorge,https://img.a.transfermarkt.technology/portrait/header/289538-1660117959.jpg?lm=1,2013,https://www.transfermarkt.co.uk/kino-delorge/profil/spieler/289538
3670,55263,Grzegorz Sandomierski,1184,Krc Genk,Poland,Poland,Białystok  ,1989-09-05,Goalkeeper,,Left,196,200000.0,1600000.0,Profus Management,2024-06-30,BE1,Grzegorz,Sandomierski,grzegorz-sandomierski,https://img.a.transfermarkt.technology/portrait/header/55263-1447941794.jpg?lm=1,2013,https://www.transfermarkt.co.uk/grzegorz-sandomierski/profil/spieler/55263
3671,138691,Stijn Wertelaers,1184,Krc Genk,Belgium,Belgium,Bree  ,1994-04-19,Goalkeeper,,,0,,75000.0,,,BE1,Stijn,Wertelaers,stijn-wertelaers,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/stijn-wertelaers/profil/spieler/138691
3672,15885,Kostadin Hazurov,204,Lierse Sk,Bulgaria,Bulgaria,Gotse Delchev  ,1985-08-05,Attack,Centre-Forward,Right,186,,900000.0,,,BE1,Kostadin,Hazurov,kostadin-hazurov,https://img.a.transfermarkt.technology/portrait/header/15885-1655554897.png?lm=1,2013,https://www.transfermarkt.co.uk/kostadin-hazurov/profil/spieler/15885
3673,222632,Jasper Van Der Heyden,204,Lierse Sk,Belgium,Belgium,Brugge  ,1995-07-03,Attack,Right Winger,Both,180,75000.0,100000.0,,2023-10-31,BE1,Jasper,Van Der Heyden,jasper-van-der-heyden,https://img.a.transfermarkt.technology/portrait/header/222632-1585760712.jpg?lm=1,2013,https://www.transfermarkt.co.uk/jasper-van-der-heyden/profil/spieler/222632
3674,277972,Ahmed Yasser,204,Lierse Sk,Egypt,,,1991-11-27,Attack,Right Winger,Right,179,100000.0,250000.0,Alhadaaf Sports,,BE1,Ahmed,Yasser,ahmed-yasser,https://img.a.transfermarkt.technology/portrait/header/277972-1553527336.jpg?lm=1,2013,https://www.transfermarkt.co.uk/ahmed-yasser/profil/spieler/277972
3675,101088,Kennedy Nwanganga,1184,Krc Genk,Nigeria,Nigeria,Aba  ,1990-08-15,Midfield,Central Midfield,Right,188,,800000.0,C_Life,,BE1,Kennedy,Nwanganga,kennedy-nwanganga,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/kennedy-nwanganga/profil/spieler/101088
3676,7448,Hossam Ghaly,204,Lierse Sk,Egypt,Egypt,Biyala  ,1981-12-15,Midfield,Central Midfield,Right,183,,4500000.0,Eleven 11,,BE1,Hossam,Ghaly,hossam-ghaly,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/hossam-ghaly/profil/spieler/7448
3677,110671,Jimmy De Jonghe,204,Lierse Sk,Belgium,Belgium,Boechout  ,1992-02-13,Defender,Left-Back,Left,171,,600000.0,,2023-06-30,BE1,Jimmy,De Jonghe,jimmy-de-jonghe,https://img.a.transfermarkt.technology/portrait/header/110671-1536672831.jpg?lm=1,2013,https://www.transfermarkt.co.uk/jimmy-de-jonghe/profil/spieler/110671
3678,321569,Louay Wael,204,Lierse Sk,Egypt,Egypt,Kairo  ,1992-06-01,Defender,Centre-Back,Left,182,150000.0,250000.0,Eleven 11,2024-06-30,BE1,,Louay Wael,louay-wael,https://img.a.transfermarkt.technology/portrait/header/321569-1608389913.jpg?lm=1,2013,https://www.transfermarkt.co.uk/louay-wael/profil/spieler/321569
3679,222062,Gianni Vets,204,Lierse Sk,Belgium,,,1994-03-25,Defender,Centre-Back,Both,194,,50000.0,,2024-06-30,BE1,Gianni,Vets,gianni-vets,https://img.a.transfermarkt.technology/portrait/header/222062-1409239342.png?lm=1,2013,https://www.transfermarkt.co.uk/gianni-vets/profil/spieler/222062
3680,20714,Tal Ben Haim,3057,Standard Luttich,Israel,Israel,Rishon LeZion  ,1982-03-31,Defender,Centre-Back,Right,183,,5000000.0,,,BE1,Tal,Ben Haim,tal-ben-haim,https://img.a.transfermarkt.technology/portrait/header/s_20714_1039_2013_01_04_1.jpg?lm=1,2013,https://www.transfermarkt.co.uk/tal-ben-haim/profil/spieler/20714
3681,38793,Enar Jääger,204,Lierse Sk,Estonia,UdSSR,Kohila  ,1984-11-18,Defender,Centre-Back,Right,176,,800000.0,MAGIC Sports Promotion,,BE1,Enar,Jääger,enar-jaager,https://img.a.transfermarkt.technology/portrait/header/38793-1505315208.jpg?lm=1,2013,https://www.transfermarkt.co.uk/enar-jaager/profil/spieler/38793
3682,147007,Lennert Vanherberghen,204,Lierse Sk,Belgium,Belgium,Tienen  ,1989-12-03,Defender,Centre-Back,Right,183,500000.0,200000.0,,,BE1,Lennert,Vanherberghen,lennert-vanherberghen,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/lennert-vanherberghen/profil/spieler/147007
3683,17930,Karim Saïdi,204,Lierse Sk,Tunisia,Tunisia,Tunis  ,1983-03-24,Defender,Centre-Back,Left,186,,4200000.0,,,BE1,Karim,Saïdi,karim-saidi,https://img.a.transfermarkt.technology/portrait/header/s_17930_204_2012_1.jpg?lm=1,2013,https://www.transfermarkt.co.uk/karim-saidi/profil/spieler/17930
3684,203377,Lennert Baerts,1184,Krc Genk,Belgium,Belgium,Hasselt  ,1996-09-01,Goalkeeper,,,0,,100000.0,,,BE1,Lennert,Baerts,lennert-baerts,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/lennert-baerts/profil/spieler/203377
3685,111049,Jimmy Kamghain,601,Kv Kortrijk,France,France,Avignon  ,1992-07-03,Attack,Left Winger,Right,180,,500000.0,,,BE1,Jimmy,Kamghain,jimmy-kamghain,https://img.a.transfermarkt.technology/portrait/header/s_111049_8512_2010_1.jpg?lm=1,2013,https://www.transfermarkt.co.uk/jimmy-kamghain/profil/spieler/111049
3686,288153,Tom Deman,601,Kv Kortrijk,Belgium,Belgium,Geluveld  ,1995-03-10,Defender,Right-Back,Right,0,,50000.0,,,BE1,Tom,Deman,tom-deman,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/tom-deman/profil/spieler/288153
3687,15409,Ahmed Samir Farag,204,Lierse Sk,Egypt,Egypt,Kairo  ,1986-05-20,Defender,Left-Back,Left,186,,600000.0,,,BE1,Ahmed Samir,Farag,ahmed-samir-farag,https://img.a.transfermarkt.technology/portrait/header/15409-1548672377.jpg?lm=1,2013,https://www.transfermarkt.co.uk/ahmed-samir-farag/profil/spieler/15409
3688,33848,Baptiste Martin,601,Kv Kortrijk,France,France,Troyes  ,1985-05-14,Defender,Centre-Back,Right,186,,1500000.0,,,BE1,Baptiste,Martin,baptiste-martin,https://img.a.transfermarkt.technology/portrait/header/33848-1652199669.jpg?lm=1,2013,https://www.transfermarkt.co.uk/baptiste-martin/profil/spieler/33848
3689,321567,Rens Verhooghe,601,Kv Kortrijk,Belgium,,,1995-05-12,Defender,Left-Back,Left,0,,,,,BE1,Rens,Verhooghe,rens-verhooghe,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/rens-verhooghe/profil/spieler/321567
3690,27234,Branimir Petrovic,601,Kv Kortrijk,Serbia,Jugoslawien (SFR),Užice  ,1982-06-26,Midfield,Central Midfield,Right,180,,800000.0,,,BE1,Branimir,Petrovic,branimir-petrovic,https://img.a.transfermarkt.technology/portrait/header/27234-1557311162.png?lm=1,2013,https://www.transfermarkt.co.uk/branimir-petrovic/profil/spieler/27234
3692,296674,Kenneth Fournier,601,Kv Kortrijk,Belgium,,,1993-08-30,Defender,,,0,150000.0,50000.0,,,BE1,Kenneth,Fournier,kenneth-fournier,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/kenneth-fournier/profil/spieler/296674
3693,211017,Jorgen Rogiers,601,Kv Kortrijk,Belgium,,,1993-09-03,Goalkeeper,,,0,,50000.0,,,BE1,Jorgen,Rogiers,jorgen-rogiers,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/jorgen-rogiers/profil/spieler/211017
3717,45571,Armin Cerimagic,157,Kaa Gent,Bosnia-Herzegovina,Bosnia-Herzegovina,Sarajevo  ,1994-01-14,Attack,Right Winger,Left,180,100000.0,350000.0,,,BE1,Armin,Cerimagic,armin-cerimagic,https://img.a.transfermarkt.technology/portrait/header/45571-1645970653.jpg?lm=1,2013,https://www.transfermarkt.co.uk/armin-cerimagic/profil/spieler/45571
3718,73138,Pau Cendrós,157,Kaa Gent,Spain,Spain,Palma de Mallorca  ,1987-04-01,Defender,Right-Back,Right,180,,2000000.0,FWA,2023-06-30,BE1,Pau,Cendrós,pau-cendros,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/pau-cendros/profil/spieler/73138
3719,73980,Zié Diabaté,157,Kaa Gent,Cote d'Ivoire,Cote d'Ivoire,M'Pody  ,1989-03-02,Defender,Left-Back,Left,178,350000.0,1000000.0,,,BE1,Zié,Diabaté,zie-diabate,https://img.a.transfermarkt.technology/portrait/header/s_73980_2969_2012_2.jpg?lm=1,2013,https://www.transfermarkt.co.uk/zie-diabate/profil/spieler/73980
3720,59872,Valery Nahayo,157,Kaa Gent,Burundi,Burundi,Bujumbura  ,1984-04-15,Defender,Centre-Back,Right,190,,1000000.0,,,BE1,Valery,Nahayo,valery-nahayo,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/valery-nahayo/profil/spieler/59872
3721,113130,Leandro González Pírez,157,Kaa Gent,Argentina,Argentina,Buenos Aires  ,1992-02-26,Defender,Centre-Back,Right,186,1000000.0,2600000.0,Hernan Berman,2023-12-31,BE1,Leandro,González Pírez,leandro-gonzalez-pirez,https://img.a.transfermarkt.technology/portrait/header/113130-1644878036.png?lm=1,2013,https://www.transfermarkt.co.uk/leandro-gonzalez-pirez/profil/spieler/113130
3723,49656,Rémi Maréval,157,Kaa Gent,Martinique,France,Domont  ,1983-02-24,Defender,Left-Back,Left,182,,2200000.0,,,BE1,Rémi,Maréval,remi-mareval,https://img.a.transfermarkt.technology/portrait/header/49656-1440940663.jpg?lm=1,2013,https://www.transfermarkt.co.uk/remi-mareval/profil/spieler/49656
3724,32233,Carlos Diogo,157,Kaa Gent,Uruguay,Uruguay,Montevideo  ,1983-07-18,Defender,Right-Back,Right,186,,6000000.0,corner association,,BE1,Carlos,Diogo,carlos-diogo,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/carlos-diogo/profil/spieler/32233
3749,133822,Ivan Lendric,3508,Sv Zulte Waregem,Croatia,Croatia,Split  ,1991-08-08,Attack,Centre-Forward,Right,184,,850000.0,Dribbling Agency,2024-06-30,BE1,Ivan,Lendric,ivan-lendric,https://img.a.transfermarkt.technology/portrait/header/133822-1645432993.png?lm=1,2013,https://www.transfermarkt.co.uk/ivan-lendric/profil/spieler/133822
3750,51542,Julien Toudic,3508,Sv Zulte Waregem,France,France,Caen  ,1985-12-19,Attack,Centre-Forward,Right,175,,800000.0,,,BE1,Julien,Toudic,julien-toudic,https://img.a.transfermarkt.technology/portrait/header/s_51542_1421_2012_1.jpg?lm=1,2013,https://www.transfermarkt.co.uk/julien-toudic/profil/spieler/51542
3751,249961,Klaas De Rock,3508,Sv Zulte Waregem,Belgium,Belgium,Gent  ,1993-09-29,Attack,Centre-Forward,Right,169,,50000.0,,2024-06-30,BE1,Klaas,De Rock,klaas-de-rock,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/klaas-de-rock/profil/spieler/249961
3752,255436,Mansour Diop,3508,Sv Zulte Waregem,Senegal,Senegal,La  ,1989-07-31,Midfield,Central Midfield,Right,193,,200000.0,,,BE1,Mansour,Diop,mansour-diop,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/mansour-diop/profil/spieler/255436
3753,195871,Hernán Hinostroza,3508,Sv Zulte Waregem,Peru,Peru,Lima  ,1993-12-21,Midfield,Central Midfield,Right,176,325000.0,500000.0,Fetama Sports Management,,BE1,Hernán,Hinostroza,hernan-hinostroza,https://img.a.transfermarkt.technology/portrait/header/195871-1555487109.jpg?lm=1,2013,https://www.transfermarkt.co.uk/hernan-hinostroza/profil/spieler/195871
3755,280739,Tjakke Stevens,3508,Sv Zulte Waregem,Belgium,,,1993-08-31,Midfield,Central Midfield,Right,186,1000000.0,50000.0,,,BE1,Tjakke,Stevens,tjakke-stevens,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/tjakke-stevens/profil/spieler/280739
3756,185354,Niels Vandenbroucke,3508,Sv Zulte Waregem,Belgium,Belgium,Kortrijk  ,1991-03-15,Defender,Left-Back,Left,174,,250000.0,,,BE1,Niels,Vandenbroucke,niels-vandenbroucke,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/niels-vandenbroucke/profil/spieler/185354
3760,255453,Ouzin Ndoye,3508,Sv Zulte Waregem,Senegal,,,1992-04-10,Defender,Centre-Back,Right,189,,250000.0,Football Marketing,,BE1,Ouzin,Ndoye,ouzin-ndoye,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2013,https://www.transfermarkt.co.uk/ouzin-ndoye/profil/spieler/255453
3789,249644,Albian Muzaqi,520,Cercle Brugge,Netherlands,Germany,Eilwangen  ,1994-11-24,Attack,Centre-Forward,Both,192,,150000.0,,,BE1,Albian,Muzaqi,albian-muzaqi,https://img.a.transfermarkt.technology/portrait/header/s_249644_4575_2012_11_29_1.jpg?lm=1,2014,https://www.transfermarkt.co.uk/albian-muzaqi/profil/spieler/249644
3790,71787,Joey Godee,520,Cercle Brugge,Netherlands,Netherlands,Utrecht  ,1989-03-02,Attack,Centre-Forward,Right,180,,500000.0,Jinghui Ho,,BE1,Joey,Godee,joey-godee,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2014,https://www.transfermarkt.co.uk/joey-godee/profil/spieler/71787
3791,323963,Sam Valcke,520,Cercle Brugge,Belgium,,,1992-12-16,Attack,Centre-Forward,Right,188,500000.0,300000.0,Quadrans,2025-06-30,BE1,Sam,Valcke,sam-valcke,https://img.a.transfermarkt.technology/portrait/header/323963-1484041268.jpg?lm=1,2014,https://www.transfermarkt.co.uk/sam-valcke/profil/spieler/323963
3813,53455,Richard Sukuta-Pasu,520,Cercle Brugge,Germany,Germany,Wuppertal  ,1990-06-24,Attack,Centre-Forward,Right,190,250000.0,1000000.0,B|S International Sports Cons.,2024-06-30,BE1,Richard,Sukuta-Pasu,richard-sukuta-pasu,https://img.a.transfermarkt.technology/portrait/header/53455-1531482447.jpg?lm=1,2014,https://www.transfermarkt.co.uk/richard-sukuta-pasu/profil/spieler/53455
3814,153067,Junior Kabananga,520,Cercle Brugge,DR Congo,Zaire,Kinshasa  ,1989-04-04,Attack,Centre-Forward,Left,190,150000.0,1800000.0,Bunyan Sports Management,2023-06-30,BE1,Junior,Kabananga,junior-kabananga,https://img.a.transfermarkt.technology/portrait/header/153067-1547277381.png?lm=1,2014,https://www.transfermarkt.co.uk/junior-kabananga/profil/spieler/153067
3815,129591,Dennes De Kegel,520,Cercle Brugge,Belgium,,,1994-01-07,Attack,Right Winger,Right,174,,350000.0,Score_,2023-06-30,BE1,Dennes,De Kegel,dennes-de-kegel,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2014,https://www.transfermarkt.co.uk/dennes-de-kegel/profil/spieler/129591
